,_record_id,_title,_server_updated_at,_updated_by,_geometry,282_payment_method_that_purchase,283_fulfill_needs,300_did_not_find,237_distance_household_interviewee,299_means_transportation_consumer,284_additional_products_store,301_electricity_bill,305_electricity_bill_store,302_water_bill,306_water_bill_store,303_gas_bill,307_gas_bill_store,286_topups,308_topups_in_store,287_wire_transfers,309_wiretransfers_in_store,320_other_services_in_store,304_additional_services_store,240_gender_interviewee,indicate_the_type_of_store,name_of_the_store,storefront_picture_just_once_if_possible,238_frequency_buying_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee,_latitude,_longitude
49,d858040d-2adb-4830-84b4-407d0de306c8,"November 4, 2022",2022-11-25 00:01:03 UTC,José Zapata,SRID=4326;POINT(-98.217873 19.01854),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,CFE,yes,Sistema de agua,yes,Aplicación,yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Pagos,Male,Grocery store (aka. nanostore),Recaudattán,1 Photo,4,2,2,0,30,30,20,19.01854,-98.217873
50,76cee57a-6498-4243-b861-f60fd99dcaaa,"November 24, 2022",2022-11-24 21:25:34 UTC,Sergio Licea,SRID=4326;POINT(-98.1975653395 19.0517894414),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,nulo,Female,Grocery store (aka. nanostore),ABARROTES ARELES,1 Photo,5,0,0,0,250,50,53,19.0517894414,-98.1975653395
51,84e318c5-cd50-4c6c-9976-1a6e549e8179,"November 24, 2022",2022-11-24 20:53:40 UTC,Daniel Serrano,SRID=4326;POINT(-98.2602355 19.0365366),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Female,Butcher shop,Carnicería la económica ,1 Photo,3,0,0,0,30,25,53,19.0365366,-98.2602355
52,b009386d-2c7e-46ae-9321-0833b09643be,"November 24, 2022",2022-11-24 20:53:39 UTC,Daniel Serrano,SRID=4326;POINT(-98.2602026314 19.036780491),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,nulo,Male,Grocery store (aka. nanostore),Miscelánea Esmeralda ,1 Photo,2,1,0,0,25,20,17,19.036780491,-98.2602026314
53,74d74607-681b-40ed-a422-fe6e48a07b57,"November 24, 2022",2022-11-24 20:53:39 UTC,Daniel Serrano,SRID=4326;POINT(-98.2605402544 19.0369820645),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,nulo,Male,Grocery store (aka. nanostore),Papelería San Jose,1 Photo,2,1,0,0,20,15,14,19.0369820645,-98.2605402544
54,4401fd67-6ee6-4268-9c5f-b4c333320bc9,"November 24, 2022",2022-11-24 20:53:26 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2602773979 19.0365440539),Efectivo,yes,nulo,4 a 6 cuadras,Bicicleta,nulo,No lo hago,nulo,No lo hago,nulo,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,No lo hago,nulo,no,nulo,Male,Butcher shop,Carnicería La Económica,1 Photo,2,2,1,0,50,0,15,19.0365440539,-98.2602773979
55,d4b6c1a2-9665-41ac-855c-069cd3718c77,"November 24, 2022",2022-11-24 20:49:20 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2602193952 19.0367405566),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,"Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,"Sistema de agua,Tiendita",nulo,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,yes,Pago de servicios,Male,Grocery store (aka. nanostore),Misceláne Esmeralda,1 Photo,2,2,0,0,35,0,16,19.0367405566,-98.2602193952
56,322a71c9-f265-4935-ace2-86fcb09e0545,"November 24, 2022",2022-11-24 20:40:01 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2605674118 19.0368869827),Efectivo,yes,nulo,7 a 10 cuadras,Automóvil,nulo,"CFE,Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,Sistema de agua,yes,Proveedor de gas,no,No lo hago,nulo,Banco,no,no,nulo,Male,Grocery store (aka. nanostore),Papelería San José,1 Photo,1,3,3,0,20,0,40,19.0368869827,-98.2605674118
57,61e9a8c3-48c3-4312-9965-386a1583c3c1,"November 24, 2022",2022-11-24 20:28:43 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2608426735 19.0370292885),Tarjeta de débito y/o crédito,yes,nulo,4 a 6 cuadras,Motocicleta,nulo,"CFE,Tiendita",nulo,"Sistema de agua,Tiendita",nulo,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Male,Grocery store (aka. nanostore),Cosmos accesorios,1 Photo,1,2,0,0,100,50,26,19.0370292885,-98.2608426735
58,efc3b295-a8fa-47b0-95de-c395056067b2,"November 24, 2022",2022-11-24 20:28:36 UTC,Daniel Serrano,SRID=4326;POINT(-98.2608155161 19.0370283377),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,"CFE,Tienda de conveniencia (e.g. OXXO)",yes,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",yes,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",yes,"Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,"Banco,Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,no,nulo,Female,Grocery store (aka. nanostore),Cosmos accesorios ,1 Photo,1,0,0,0,20,20,26,19.0370283377,-98.2608155161
59,0f05dafa-500f-4ef5-a4ae-71d125436d63,"November 24, 2022",2022-11-24 20:23:30 UTC,Daniel Serrano,SRID=4326;POINT(-98.2608778775 19.0370799988),Efectivo,yes,nulo,4 a 6 cuadras,Bicicleta,nulo,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,nulo,Male,Grocery store (aka. nanostore),Miscelánea Tere ,1 Photo,3,0,0,0,20,15,10,19.0370799988,-98.2608778775
60,db9a6fb5-7c43-47f7-92f0-18eea149df46,"November 24, 2022",2022-11-24 20:22:11 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2609913 19.0369641),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,"CFE,Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,"Sistema de agua,Tiendita",nulo,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Male,Grocery store (aka. nanostore),Miscelanea Tere,1 Photo,2,2,2,0,15,0,30,19.0369641,-98.2609913
61,28988429-d1f9-4d97-99a7-37e9b2449fc1,"November 17, 2022",2022-11-24 20:16:17 UTC,Sergio Licea,SRID=4326;POINT(-98.2021357 19.0451286),Efectivo,no,"Papel América, Papel Bond",más de 10 cuadras,Automóvil,Foami ,No lo hago,yes,Sistema de agua,yes,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,nulo,Male,Dairy products,EL LAPIZ DEL AGUILA ,1 Photo,1,3,0,0,300,100,75,19.0451286,-98.2021357
62,2f8d6cf7-31fe-4fa5-9c8d-6ac83fd98efe,"November 24, 2022",2022-11-24 18:04:45 UTC,Luis González,SRID=4326;POINT(-98.2149667207 19.0209337757),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,Banco,no,Banco,no,No lo hago,no,Banco,no,Banco,no,no,nulo,Female,Grocery store (aka. nanostore),"Miscelanea ""Meche""",1 Photo,2,0,0,0,0,0,50,19.0209337757,-98.2149667207
63,4b533291-abf8-46d4-8ce7-7afd4222cf5b,"November 24, 2022",2022-11-24 17:58:36 UTC,Luis González,SRID=4326;POINT(-98.21577 19.015877),Efectivo,yes,nulo,4 a 6 cuadras,Motocicleta,nulo,CFE,yes,Tienda de conveniencia (e.g. OXXO),yes,Supermercado,no,No lo hago,yes,Supermercado,yes,no,nulo,Male,Grocery store (aka. nanostore),"Miscelanea ""Reyes""",1 Photo,2,2,5,1,30,15,23,19.015877,-98.21577
64,afe3cf71-1e41-49cc-a95c-12872fcea2cc,"November 17, 2022",2022-11-24 01:21:19 UTC,José Oropeza,SRID=4326;POINT(-98.2010437221 19.0437135798),Efectivo,yes,nulo,7 a 10 cuadras,Automóvil,nulo,Supermercado,nulo,"Sistema de agua,Supermercado",nulo,Proveedor de gas,,Supermercado,nulo,Banco,nulo,no,nulo,Female,Micro-restaurant (aka. fondita),Antojitos stony,1 Photo,3,4,6,2,40,40,21,19.0437135798,-98.2010437221
65,6ae803b8-1c29-40ce-83ae-786f86564279,"November 20, 2022",2022-11-24 01:11:14 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2270238661 19.0137221091),Efectivo,yes,nulo,más de 10 cuadras,Automóvil,nulo,Banco,yes,Sistema de agua,yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Banco,no,no,nulo,Female,Dairy products,Papelería Lupita ,2 Photos,3,1,5,0,25,30,38,19.0137221091,-98.2270238661
66,639d0989-5999-4530-b03a-e979825886f8,"November 20, 2022",2022-11-24 01:11:14 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2290443159 19.0129691458),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,Banco,yes,No lo hago,yes,Tiendita,,Supermercado,yes,Banco,yes,no,nulo,Female,Grocery store (aka. nanostore),Abarrotes La Guadalupana ,1 Photo,7,0,1,0,10,10,30,19.0129691458,-98.2290443159
67,9c88f9b9-abc7-4511-97ed-73d6678943f4,"November 20, 2022",2022-11-24 01:11:14 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2293443729 19.0123229569),Efectivo,yes,nulo,4 a 6 cuadras,Bicicleta,nulo,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,yes,Banco,yes,Plan telefónico ,no,Banco,no,no,nulo,Male,Micro-restaurant (aka. fondita),Cemitas Brooklyn ,1 Photo,1,0,3,0,70,50,32,19.0123229569,-98.2293443729
68,43b0a979-d461-4b19-bbc4-ff2f5ddc17e4,"November 20, 2022",2022-11-24 01:11:13 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2288505634 19.0136967529),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,CFE,yes,Sistema de agua,yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,nulo,Male,Micro-restaurant (aka. fondita),Carnitas ,1 Photo,2,1,3,0,25,30,42,19.0136967529,-98.2288505634
69,f63b0f81-3f0a-453f-9867-0a75be85a1be,"November 20, 2022",2022-11-24 01:11:13 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.22871501 19.0138129181),Efectivo,yes,nulo,7 a 10 cuadras,Automóvil,nulo,Banco,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,no,nulo,Male,Micro-restaurant (aka. fondita),Chabelos ,1 Photo,1,0,0,1,40,30,55,19.0138129181,-98.22871501
70,48274ce4-7fc6-4b2d-8010-ebd9290fc171,"November 10, 2022",2022-11-24 01:11:12 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2288855219 19.0136066942),Efectivo,yes,nulo,7 a 10 cuadras,Automóvil,nulo,CFE,yes,Tienda de conveniencia (e.g. OXXO),yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Male,Grocery store (aka. nanostore),Pan real ,1 Photo,1,0,0,0,15,10,47,19.0136066942,-98.2288855219
71,b494fe5c-700c-4421-a49d-c45ddc994695,"November 10, 2022",2022-11-24 01:11:12 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2295443722 19.012112564),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,no,nulo,Male,Grocery store (aka. nanostore),Abarrotes ,1 Photo,7,0,0,0,50,50,45,19.012112564,-98.2295443722
72,e700f969-9755-4a2a-9d3d-4922be27c1fd,"November 10, 2022",2022-11-24 01:11:12 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2300668854 19.0107850003),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,CFE,yes,No lo hago,yes,Proveedor de gas,yes,Supermercado,yes,Banco,nulo,no,nulo,Male,Micro-restaurant (aka. fondita),Cemitas Angelina,1 Photo,1,0,0,0,30,30,70,19.0107850003,-98.2300668854
73,5f2f96e2-47fc-4b23-8e0e-12c67bd84d70,"November 10, 2022",2022-11-24 01:11:11 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2317089865 19.0079655758),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,no,nulo,Female,Grocery store (aka. nanostore),Miabarrotera,1 Photo,1,1,0,0,30,20,60,19.0079655758,-98.2317089865
74,94b0cb95-31ea-4a59-a3d3-5f27c26d080b,"November 10, 2022",2022-11-24 01:11:11 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2287962462 19.0135535591),Efectivo,yes,nulo,4 a 6 cuadras,Automóvil,nulo,CFE,yes,Supermercado,yes,Supermercado,yes,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,no,yes,Medicamento ,Male,Grocery store (aka. nanostore),Expendió de res Gonzales ,1 Photo,1,0,0,0,500,600,55,19.0135535591,-98.2287962462
75,03505756-3d29-4052-8771-b2821b27ad27,"November 4, 2022",2022-11-24 01:11:10 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2287666438 19.0136384225),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,CFE,no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,nulo,Male,Micro-restaurant (aka. fondita),Taconmadre ,1 Photo,2,0,2,1,25,25,35,19.0136384225,-98.2287666438
76,848c4ce7-6b37-416e-9fdf-965127b5cc30,"November 4, 2022",2022-11-24 01:11:10 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2279491993 19.0120071779),Efectivo,yes,nulo,4 a 6 cuadras,Automóvil,nulo,"CFE,Tienda de conveniencia (e.g. OXXO)",yes,Sistema de agua,yes,Proveedor de gas,yes,"Tienda de conveniencia (e.g. OXXO),Tiendita",nulo,Banco,yes,no,nulo,Female,Grocery store (aka. nanostore),Pan real ,1 Photo,1,0,0,0,20,20,70,19.0120071779,-98.2279491993
77,d9eee743-8f78-423b-b305-eca8a3c37821,"November 4, 2022",2022-11-24 01:11:09 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2279343681 19.0120926778),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,CFE,yes,Sistema de agua,yes,En línea ,yes,Plan teléfonico ,yes,Banco,yes,no,nulo,Female,Produce (fruits & vegetables),Misc. mi ranchito,1 Photo,7,0,2,3,20,40,50,19.0120926778,-98.2279343681
78,d6d14a3c-4cf4-4404-a60c-0c6b2efb5354,"November 4, 2022",2022-11-24 01:11:09 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.229371583 19.0122394399),Efectivo,yes,nulo,7 a 10 cuadras,Automóvil,nulo,CFE,no,Sistema de agua,no,App,no,Plan de celular ,yes,No lo hago,no,no,nulo,Female,Micro-restaurant (aka. fondita),Antojos la tía ,1 Photo,1,1,1,1,20,30,45,19.0122394399,-98.229371583
79,ffb18cc1-78a0-4dad-816d-840b0ea7ef9a,"November 4, 2022",2022-11-24 01:11:08 UTC,Rodrigo Coronel,SRID=4326;POINT(-98.2299223425 19.0110684748),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,CFE,yes,Sistema de agua,yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,yes,Tienda abarrote ,Male,Grocery store (aka. nanostore),Plomería y ferretería ,1 Photo,2,0,0,0,15,15,60,19.0110684748,-98.2299223425
80,18fc6520-28a4-46aa-bcab-32ebb6cc7c1e,"November 23, 2022",2022-11-24 00:36:58 UTC,Mauro Munguía,SRID=4326;POINT(-98.2019852847 19.0456675584),Efectivo,yes,nulo,7 a 10 cuadras,Transporte público,nulo,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Recibir paquetes,Male,Grocery store (aka. nanostore),Abarrotes Vinos y Licores la ranita,nulo,1,1,15,0,20,100,45,19.0456675584,-98.2019852847
81,7fd5c116-6474-4a6f-baf7-161176868870,"November 23, 2022",2022-11-23 21:11:15 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.249415122 19.0291693274),Tarjeta de débito y/o crédito,yes,nulo,4 a 6 cuadras,Automóvil,nulo,CFE,yes,Sistema de agua,yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,nulo,Female,Cafeteria,Panaderia ,1 Photo,2,3,0,0,0,15,25,19.0291693274,-98.249415122
82,254c8b82-bafb-41b5-b115-5e7ae34f99a9,"November 23, 2022",2022-11-23 21:02:53 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2489899918 19.030320818),Efectivo,yes,nulo,más de 10 cuadras,Transporte público,nulo,CFE,no,Aplicación ,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,nulo,Male,Cafeteria,Tacos Hamburgesas,1 Photo,1,2,3,0,15,15,45,19.030320818,-98.2489899918
83,18bb1234-7368-471d-a937-69c6776dc283,"November 23, 2022",2022-11-23 21:00:10 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2490007207 19.0300831038),Efectivo,yes,nulo,4 a 6 cuadras,Automóvil,nulo,CFE,yes,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,no,nulo,Female,Grocery store (aka. nanostore),Abarrotes Yahel,1 Photo,3,0,2,0,0,0,20,19.0300831038,-98.2490007207
84,0aba3251-d49e-4509-bfed-33d64c3db62e,"November 23, 2022",2022-11-23 20:57:09 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2499458641 19.0278026153),Efectivo,yes,nulo,7 a 10 cuadras,Motocicleta,nulo,En línea,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Banco,no,no,nulo,Male,Taller mecánico ,Servicio Garay,1 Photo,1,0,0,0,0,0,28,19.0278026153,-98.2499458641
85,0bba15c7-476a-447c-9e92-3a796a44f45e,"November 19, 2022",2022-11-23 20:48:09 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.248995021 19.029610844),Efectivo,yes,nulo,4 a 6 cuadras,Motocicleta,nulo,CFE,yes,Tienda de conveniencia (e.g. OXXO),yes,Proveedor de gas,no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,no,nulo,Male,Grocery store (aka. nanostore),Abarrotes susy ,1 Photo,4,1,3,2,100,200,25,19.029610844,-98.248995021
86,d7e1159c-58ce-4c04-9aec-40be0a6708a9,"November 19, 2022",2022-11-23 20:47:44 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2492689416 19.0314539175),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,CFE,yes,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,no,nulo,Female,Estetica ,Megacolors,1 Photo,1,2,0,0,25,50,22,19.0314539175,-98.2492689416
87,b928dce9-4639-46c0-8469-fcd76270997b,"November 19, 2022",2022-11-23 20:47:18 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2485980541 19.0324545251),Efectivo,yes,nulo,más de 10 cuadras,Automóvil,nulo,CFE,no,Sistema de agua,yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),no,no,nulo,Male,Cafeteria,Maw ,1 Photo,1,2,2,1,20,20,18,19.0324545251,-98.2485980541
88,050c0f65-3365-401a-a211-089026c307ad,"November 20, 2022",2022-11-23 20:45:38 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2493111864 19.0313284054),Efectivo,yes,nulo,más de 10 cuadras,Transporte público,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,yes,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,Banco,yes,no,nulo,Male,Papeleria ,Papelería y merceria ,1 Photo,2,2,5,0,200,200,26,19.0313284054,-98.2493111864
89,1823a5bf-2c24-4acf-9fc2-cd30eec493be,"November 23, 2022",2022-11-23 20:44:57 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2496233284 19.0322995375),Tarjeta de débito y/o crédito,yes,nulo,más de 10 cuadras,Automóvil,nulo,CFE,yes,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,yes,herramientas,Male,Cementera,Productos estrella,1 Photo,2,0,0,0,0,0,45,19.0322995375,-98.2496233284
90,7e5fbbd3-add9-4632-9ca4-b08fd447deb6,"November 23, 2022",2022-11-23 20:39:50 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.2495562732 19.0323879661),Transferencia interbancaria,yes,nulo,7 a 10 cuadras,Bicicleta,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Banco,no,no,nulo,Female,Dairy products,ida,1 Photo,1,2,1,0,20,20,25,19.0323879661,-98.2495562732
91,d9c1ea9a-9011-4d38-9593-12034a2ebb90,"November 23, 2022",2022-11-23 20:31:50 UTC,Pablo Jesús Pérez Franklin,SRID=4326;POINT(-98.249428533 19.0325217181),Efectivo,yes,nulo,4 a 6 cuadras,Bicicleta,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,nulo,Male,Tienda de ropa,Baiben ,1 Photo,1,1,0,0,15,15,20,19.0325217181,-98.249428533
92,06903642-fa6b-4c17-acb2-060ad04c848e,"November 23, 2022",2022-11-23 19:23:24 UTC,Patricia Rico,SRID=4326;POINT(-98.2486087829 19.0331014146),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,yes,Pago con tarjeta,Male,Micro-restaurant (aka. fondita),Van Gogh,1 Photo,5,1,4,2,35,35,25,19.0331014146,-98.2486087829
93,926d318e-e8d1-4d89-a1ab-d5819b12162e,"November 23, 2022",2022-11-23 19:23:23 UTC,Patricia Rico,SRID=4326;POINT(-98.2487251237 19.0322589682),Efectivo,yes,nulo,7 a 10 cuadras,Automóvil,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Pago con tarjeta ,Female,Dairy products,The Loundry house,1 Photo,1,1,2,0,50,100,57,19.0322589682,-98.2487251237
94,d97dbd74-c8fd-4388-ba5f-e1b875e5b86d,"November 7, 2022",2022-11-23 16:16:26 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2491542771 19.025403552),Efectivo,yes,nulo,más de 10 cuadras,Automóvil,nulo,Aplicación ,nulo,Sistema de agua,yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,no,yes,Alimentos como pollo,Male,Grocery store (aka. nanostore),Misceláneas San Juditas,1 Photo,4,6,4,0,50,50,50,19.025403552,-98.2491542771
95,6a0b42a7-e8bf-490f-b7b3-4d42a9c0f394,"November 22, 2022",2022-11-23 04:32:11 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2664977759 19.0043946582),Tarjeta de débito y/o crédito,yes,nulo,más de 10 cuadras,Automóvil,nulo,No lo hago,yes,Sistema de agua,yes,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,No lo hago,no,no,nulo,Female,Grocery store (aka. nanostore),Distrito tacos ,nulo,1,3,1,0,100,50,22,19.0043946582,-98.2664977759
96,141f4d50-0e23-4b3b-bad0-ebf34aa36a67,"November 22, 2022",2022-11-23 04:32:11 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2679029182 19.0031539099),Efectivo,yes,nulo,más de 10 cuadras,Automóvil,nulo,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,No lo hago,no,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Male,Micro-restaurant (aka. fondita),Distrito taco asada al carbón ,nulo,1,5,4,0,300,80,22,19.0031539099,-98.2679029182
97,0b9d4a8e-c939-40ed-b5d5-11f756f61944,"November 22, 2022",2022-11-23 04:32:11 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2706592232 19.0022409365),Efectivo,yes,nulo,4 a 6 cuadras,Motocicleta,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Male,Micro-restaurant (aka. fondita),Nevaflora,nulo,2,3,1,2,300,150,29,19.0022409365,-98.2706592232
98,f68d881e-32ba-4eb4-a60f-2bb04e3009a7,"November 22, 2022",2022-11-23 04:32:10 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2685070857 19.0027180291),Efectivo,yes,nulo,4 a 6 cuadras,Automóvil,nulo,CFE,yes,Sistema de agua,yes,teléfono,yes,No lo hago,yes,Banco,no,no,nulo,Female,Grocery store (aka. nanostore),Nevaflora,nulo,1,1,1,0,200,100,50,19.0027180291,-98.2685070857
99,fb3f3483-5cb4-45f3-9c8f-ce65b80c1cc2,"November 15, 2022",2022-11-22 21:23:25 UTC,Harry Hernández,SRID=4326;POINT(-98.3048869763 19.0578179062),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,Tiendita,nulo,No lo hago,no,no,nulo,Female,Micro-restaurant (aka. fondita),Las piñas,2 Photos,1,1,0,0,30,30,35,19.0578179062,-98.3048869763
