,_record_id,_title,_server_updated_at,_updated_by,_geometry,282_payment_method_that_purchase,283_fulfill_needs,300_did_not_find,237_distance_household_interviewee,299_means_transportation_consumer,284_additional_products_store,301_electricity_bill,305_electricity_bill_store,302_water_bill,306_water_bill_store,303_gas_bill,307_gas_bill_store,286_topups,308_topups_in_store,287_wire_transfers,309_wiretransfers_in_store,320_other_services_in_store,304_additional_services_store,240_gender_interviewee,indicate_the_type_of_store,name_of_the_store,storefront_picture_just_once_if_possible,238_frequency_buying_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee,_latitude,_longitude
10,62173ae3-aa16-43e8-9504-8e58e1ab4124,"November 27, 2022",2022-11-27 13:09:08 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2668618858 19.0042716616),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,CFE,no,Sistema de agua,no,No lo hago,no,No lo hago,no,No lo hago,no,no,nulo,Female,Cafeteria,Postreria,nulo,1,0,0,0,0,0,33,19.0042716616,-98.2668618858
11,63c7016f-9374-4e3d-9ada-779dbb3cf51c,"November 27, 2022",2022-11-27 13:09:08 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2668820024 19.0042903647),Efectivo,no,Jugo,4 a 6 cuadras,Motocicleta,Mas variedad de sabores,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tiendita,nulo,No lo hago,no,no,nulo,Male,Produce (fruits & vegetables),Juice Market Lomas ,nulo,3,4,2,1,400,250,36,19.0042903647,-98.2668820024
12,49c211f0-43d1-43b7-8e14-ba916d101f73,"November 27, 2022",2022-11-27 13:09:07 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2667257637 19.0043702491),Tarjeta de débito y/o crédito,yes,nulo,más de 10 cuadras,Automóvil,nulo,"Banco,CFE",no,"Banco,Sistema de agua",no,Proveedor de gas,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Female,Dairy products,La postreria ,nulo,1,3,0,0,100,50,46,19.0043702491,-98.2667257637
13,ea72b26e-a352-4833-8fb2-f91fa9b82436,"November 27, 2022",2022-11-27 07:11:36 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2662553713 19.004367079),Efectivo,yes,nulo,4 a 6 cuadras,Automóvil,nulo,CFE,yes,No lo hago,yes,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Male,Micro-restaurant (aka. fondita),Distrito taco,nulo,4,3,1,0,200,100,37,19.004367079,-98.2662553713
14,8ff158e7-b4cd-4441-927d-c729f8e25871,"November 27, 2022",2022-11-27 07:11:36 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2662436366 19.004167685),Tarjeta de débito y/o crédito,yes,nulo,más de 10 cuadras,Automóvil,nulo,CFE,yes,"Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Female,Butcher shop,A ribeye norte,nulo,2,6,3,0,300,200,27,19.004167685,-98.2662436366
15,af0643d7-719e-4c38-b88c-97b8e76e38d0,"November 27, 2022",2022-11-27 07:11:35 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2663519308 19.0042247453),Efectivo,yes,nulo,4 a 6 cuadras,Automóvil,nulo,Tienda de conveniencia (e.g. OXXO),no,"Banco,Sistema de agua,Supermercado",yes,No lo hago,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Paqueteria nacional,Male,Butcher shop,A ribeye norte,nulo,1,2,3,1,300,100,49,19.0042247453,-98.2663519308
16,a49fb130-ad2d-4d3b-be6a-280337615db9,"November 27, 2022",2022-11-27 07:11:34 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.26616887 19.0041420078),Tarjeta de débito y/o crédito,yes,nulo,4 a 6 cuadras,Automóvil,nulo,No lo hago,yes,No lo hago,yes,No lo hago,yes,No lo hago,no,No lo hago,no,no,nulo,Female,stationery,Multicopias,nulo,3,2,0,0,400,150,19,19.0041420078,-98.26616887
17,18c93e5e-ba8e-4498-86dd-c148149b2d50,"November 27, 2022",2022-11-27 06:31:41 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2710937411 19.002386442),Tarjeta de débito y/o crédito,yes,nulo,12,Transporte público,nulo,CFE,yes,Sistema de agua,yes,Proveedor de gas,no,No lo hago,no,Banco,no,no,nulo,Female,Dairy products,Vibecycle,nulo,1,5,3,2,300,100,39,19.002386442,-98.2710937411
18,83874096-3915-4c6d-8888-bbd2c16fdfc1,"November 27, 2022",2022-11-27 06:31:40 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2706682757 19.0023794679),Tarjeta de débito y/o crédito,yes,nulo,7 a 10 cuadras,Automóvil,nulo,CFE,yes,"Banco,Sistema de agua,Supermercado",yes,Proveedor de gas,yes,No lo hago,no,Banco,no,no,nulo,Female,beauty saloon,La pestañeria,nulo,1,2,1,0,180,100,57,19.0023794679,-98.2706682757
19,61618c46-7a3c-47bb-b068-c276028bc5dc,"November 27, 2022",2022-11-27 06:31:40 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2705760747 19.002099869),Efectivo,yes,nulo,más de 10 cuadras,Motocicleta,nulo,"Supermercado,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,No lo hago,no,No lo hago,yes,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,no,nulo,Male,tienda de vestidos,Casa sofia bodas ,nulo,3,4,2,0,300,100,22,19.002099869,-98.2705760747
20,350beb4f-1557-431d-8cb2-d14539177b52,"November 26, 2022",2022-11-27 03:47:56 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.249848634 19.0300162269),Efectivo,yes,nulo,más de 10 cuadras,Motocicleta,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tiendita,nulo,Banco,no,no,nulo,Male,Grocery store (aka. nanostore),Miscelánea el depósito ,1 Photo,5,0,3,25,50,50,48,19.0300162269,-98.249848634
21,036782ea-1c49-4958-b399-f06095e787e5,"November 26, 2022",2022-11-27 03:47:56 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2503284141 19.0279382728),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Tiendita,nulo,Tienda de conveniencia (e.g. OXXO),no,no,nulo,Male,Grocery store (aka. nanostore),Miscelánea Oscar,1 Photo,2,0,0,0,60,0,30,19.0279382728,-98.2503284141
22,70ff605b-ba9f-411a-9186-d65fcc178791,"November 26, 2022",2022-11-27 03:47:55 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2500065491 19.0279744058),Tarjeta de débito y/o crédito,yes,nulo,7 a 10 cuadras,Automóvil,nulo,"CFE,Tienda de conveniencia (e.g. OXXO)",yes,Sistema de agua,no,Proveedor de gas,no,Plan,no,Banco,no,no,nulo,Female,Micro-restaurant (aka. fondita),Pastelería Paty,1 Photo,1,7,25,0,120,80,22,19.0279744058,-98.2500065491
23,da60434b-a2f9-4323-847a-271cb594d0fc,"November 26, 2022",2022-11-27 03:47:54 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2498218119 19.0275401749),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,no,Proveedor de gas,no,Plan,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Pago con tarjeta,Male,Grocery store (aka. nanostore),Grupo axis,1 Photo,3,5,15,20,60,60,28,19.0275401749,-98.2498218119
24,5028a47a-a733-4193-97c0-ecb685735e5d,"November 26, 2022",2022-11-27 03:47:54 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.25000957 19.02884445),Efectivo,yes,nulo,4 a 6 cuadras,Automóvil,nulo,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,no,Proveedor de gas,no,Plan,no,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,yes,Pago con tarjeta,Female,Grocery store (aka. nanostore),El caracol,1 Photo,1,2,4,15,50,50,50,19.02884445,-98.25000957
25,b0c99715-d241-42c2-9003-e8202f4d8e8e,"November 26, 2022",2022-11-27 03:47:53 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2496119291 19.0281198888),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,CFE,yes,Sistema de agua,no,Proveedor de gas,no,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,Tienda de conveniencia (e.g. OXXO),yes,no,nulo,Female,Grocery store (aka. nanostore),Miscelánea Angelica,1 Photo,3,2,3,0,40,20,48,19.0281198888,-98.2496119291
26,e58656bc-9516-4221-9212-eeeda12e4a5c,"November 25, 2022",2022-11-26 19:15:55 UTC,Mauro Munguía,SRID=4326;POINT(-98.1982878596 19.0473653047),Efectivo,yes,nulo,más de 10 cuadras,Transporte público,nulo,"CFE,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Supermercado",no,no,nulo,Female,zapateria,Yoyi zapateria,nulo,1,0,0,10,0,0,30,19.0473653047,-98.1982878596
27,b2f7e0d7-3fc2-4184-9292-604ec5a7d051,"November 25, 2022",2022-11-26 19:15:55 UTC,Mauro Munguía,SRID=4326;POINT(-98.1982848421 19.0445149066),Efectivo,yes,nulo,más de 10 cuadras,Automóvil,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Male,Zapateria,Chicago tenis,nulo,1,5,25,0,80,300,25,19.0445149066,-98.1982848421
28,3595e353-acff-420b-9905-d4295df367c3,"November 25, 2022",2022-11-26 19:15:54 UTC,Mauro Munguía,SRID=4326;POINT(-98.1973477453 19.0460668806),Efectivo,yes,nulo,más de 10 cuadras,A pie,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,nulo,Female,Granos,Santo Domingo,nulo,3,0,0,6,20,0,60,19.0460668806,-98.1973477453
29,ef3ee5cf-ef3a-42fa-a58f-4d2dbfd70b9d,"November 25, 2022",2022-11-26 19:15:54 UTC,Mauro Munguía,SRID=4326;POINT(-98.1992638484 19.0448429235),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Pagar servicios,Male,Dulceria,Dulceria lili,nulo,3,2,8,2,50,500,35,19.0448429235,-98.1992638484
30,b9b506d1-8139-4bd8-90d5-a33fbcd3f1e3,"November 25, 2022",2022-11-26 19:15:53 UTC,Mauro Munguía,SRID=4326;POINT(-98.1993785128 19.0449154992),Efectivo,yes,nulo,más de 10 cuadras,Bicicleta,nulo,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,nulo,Female,dulceria,Dulceria lili,nulo,2,2,5,0,30,200,40,19.0449154992,-98.1993785128
31,76961734-c5c8-40dc-a9c5-78fd1c71dfce,"November 25, 2022",2022-11-26 19:15:53 UTC,Mauro Munguía,SRID=4326;POINT(-98.1999970973 19.0460329699),Efectivo,yes,nulo,más de 10 cuadras,Automóvil,nulo,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,nulo,Male,Cafeteria,Tortas Ana,nulo,1,6,15,0,25,50,30,19.0460329699,-98.1999970973
32,c392bf61-c741-46ca-9bdc-ca444dc44ca5,"November 25, 2022",2022-11-25 23:44:12 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2210870554 19.0116707934),Efectivo,yes,nulo,0 a 3 cuadras,Automóvil,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,nulo,Male,Grocery store (aka. nanostore),La Divina Providencia ,1 Photo,1,1,3,0,30,20,30,19.0116707934,-98.2210870554
33,91f32bfc-8a88-4c0b-91dc-4f4916101986,"November 25, 2022",2022-11-25 23:44:11 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2210469479 19.0116381992),Efectivo,yes,nulo,7 a 10 cuadras,Automóvil,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,Banco,no,no,nulo,Female,Dairy products,Chatita ,1 Photo,1,3,8,2,30,15,19,19.0116381992,-98.2210469479
34,67aa9877-bf5a-4d75-91e4-702f0b0c0d7a,"November 25, 2022",2022-11-25 23:44:10 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2210490592 19.0116294752),Efectivo,no,Aceite ,0 a 3 cuadras,A pie,nulo,CFE,yes,Sistema de agua,yes,No lo hago,no,No lo hago,no,No lo hago,no,no,nulo,Female,Grocery store (aka. nanostore),La Chiquita ,1 Photo,1,2,3,0,20,10,24,19.0116294752,-98.2210490592
35,9871abb4-9809-4653-8c49-76dcadfa5d6a,"November 25, 2022",2022-11-25 23:44:10 UTC,Saúl Cuervo,SRID=4326;POINT(-98.221072 19.011644),Efectivo,yes,nulo,4 a 6 cuadras,Motocicleta,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,yes,No lo hago,yes,yes,Envíos de dinero ,Male,Grocery store (aka. nanostore),La Chiquita ,1 Photo,2,0,1,0,15,20,26,19.011644,-98.221072
36,dea6968c-24aa-482f-b8f7-78a9b2188070,"November 24, 2022",2022-11-25 23:44:10 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2197872731 19.0100632911),Efectivo,yes,nulo,0 a 3 cuadras,Bicicleta,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Banco,yes,yes,Envíos de dinero ,Male,Grocery store (aka. nanostore),Miscelánea Margarita ,1 Photo,2,0,0,0,20,10,16,19.0100632911,-98.2197872731
37,1975d580-24e1-463e-96cc-4aab1c9a40a8,"November 24, 2022",2022-11-25 23:44:09 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2197864233 19.0100662185),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),no,yes,Recargas telefónicas ,Female,Grocery store (aka. nanostore),Miscelánea La Guadalupana ,1 Photo,2,0,0,0,10,5,60,19.0100662185,-98.2197864233
38,8594b84e-30a0-4698-8e90-7c3fbb7a7b7c,"November 24, 2022",2022-11-25 23:44:09 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2194485039 19.010710981),Efectivo,no,Pollo enchilado ,4 a 6 cuadras,Automóvil,Pollo frito ,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,nulo,Male,Cafeteria,Gladiatore ,1 Photo,1,3,1,0,15,7,38,19.010710981,-98.2194485039
39,839603f1-599a-4908-ad26-f4357c23a1f8,"November 24, 2022",2022-11-25 23:44:08 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2194346992 19.010693258),Efectivo,yes,nulo,4 a 6 cuadras,Automóvil,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,nulo,Female,Grocery store (aka. nanostore),Miscelánea La Guadalupana ,1 Photo,1,2,3,0,25,15,42,19.010693258,-98.2194346992
40,fd5c85f2-f156-4d66-b337-1d3bfdcb9019,"November 24, 2022",2022-11-25 23:44:07 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2184096353 19.0126305197),Efectivo,yes,nulo,0 a 3 cuadras,Bicicleta,nulo,CFE,no,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,nulo,Male,Grocery store (aka. nanostore),Miscelánea Yoyis,1 Photo,1,2,3,2,20,10,23,19.0126305197,-98.2184096353
41,c431c556-865b-4c6c-ab57-b423f0139206,"November 25, 2022",2022-11-25 23:42:42 UTC,Oscar Morales,SRID=4326;POINT(-98.2609467333 19.022339919),Tarjeta de débito y/o crédito,yes,nulo,7 a 10 cuadras,Transporte público,nulo,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,nulo,Male,Micro-restaurant (aka. fondita),El sazón de la jarochita,1 Photo,3,1,2,0,20,20,20,19.022339919,-98.2609467333
42,c0861385-9d97-4821-a8fb-fa10076fb6a9,"November 25, 2022",2022-11-25 22:57:47 UTC,Oscar Morales,SRID=4326;POINT(-98.260543889 19.0219640927),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,Tiendita,nulo,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,no,no,nulo,Female,Grocery store (aka. nanostore),Tortillería Rosales,1 Photo,7,0,0,0,10,10,40,19.0219640927,-98.260543889
43,11ff1d07-d80a-442c-b0f8-f8c941141d49,"November 25, 2022",2022-11-25 21:54:37 UTC,Oscar Morales,SRID=4326;POINT(-98.2605802477 19.0211128493),Efectivo,yes,nulo,4 a 6 cuadras,A pie,nulo,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,no,no,nulo,Male,Micro-restaurant (aka. fondita),Tortas Cue,1 Photo,1,2,1,0,50,20,25,19.0211128493,-98.2605802477
44,daa5336f-66c7-4ab4-a00a-06bc57c022d1,"November 9, 2022",2022-11-25 21:45:36 UTC,Oscar Morales,SRID=4326;POINT(-98.2608467958 19.0205418266),Efectivo,yes,nulo,más de 10 cuadras,Automóvil,nulo,Tiendita,nulo,Sistema de agua,no,Proveedor de gas,no,Banco,no,No lo hago,no,no,nulo,Female,Micro-restaurant (aka. fondita),Taqueria las delicias,nulo,1,10,15,0,30,20,20,19.0205418266,-98.2608467958
45,4b447351-e931-4d4a-8e9a-16186957d1e5,"November 25, 2022",2022-11-25 21:30:11 UTC,Kevin Vergara,SRID=4326;POINT(-98.2575983656 19.0294177344),Efectivo,yes,nulo,4 a 6 cuadras,Bicicleta,nulo,"CFE,Tienda de conveniencia (e.g. OXXO)",yes,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,no,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),yes,no,nulo,Male,Dairy products,Abarrotes y semillas ,nulo,2,3,7,2,10,15,37,19.0294177344,-98.2575983656
46,7a9b10af-5d6b-4e90-bf0d-a7ca1e6de00c,"November 24, 2022",2022-11-25 05:15:16 UTC,César Alejandro Rivera Guzmán,SRID=4326;POINT(-98.2733638957 18.9990026934),Tarjeta de débito y/o crédito,yes,nulo,4 a 6 cuadras,Automóvil,nulo,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Tiendita,,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,nulo,Male,Micro-restaurant (aka. fondita),Carbón activo,nulo,1,5,9,0,0,50,35,18.9990026934,-98.2733638957
47,7a825535-e8ad-4506-8921-fba9c7540e0a,"November 24, 2022",2022-11-25 05:11:41 UTC,César Alejandro Rivera Guzmán,SRID=4326;POINT(-98.2733256742 18.9990014254),Tarjeta de débito y/o crédito,yes,nulo,0 a 3 cuadras,Bicicleta,nulo,Tienda de conveniencia (e.g. OXXO),no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,nulo,Female,Micro-restaurant (aka. fondita),Carbón Activo,nulo,1,3,5,2,0,20,42,18.9990014254,-98.2733256742
48,f53a3fc0-dd0d-410c-9582-3acf432815bd,"November 24, 2022",2022-11-25 04:50:40 UTC,César Alejandro Rivera Guzmán,SRID=4326;POINT(-98.2721448317 19.0007116948),Efectivo,yes,nulo,0 a 3 cuadras,A pie,nulo,"CFE,Tienda de conveniencia (e.g. OXXO)",yes,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",yes,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",yes,Tienda de conveniencia (e.g. OXXO),yes,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,no,nulo,Male,Micro-restaurant (aka. fondita),Esquites de Rosa,nulo,1,5,5,2,20,25,25,19.0007116948,-98.2721448317
